Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Quantity,Purchase_Date,Manufacturing_Date,Expiry_Date,Remainder_Time,Frequency,Remaining_Stock,Status,Reminder_Time
Dextromycin,Antidiabetic,Tablet,692 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,,60,2025-08-05,2025-04-24,2027-04-24,,Once Daily,9,Completed,08:00 AM
Metovir,Antibiotic,Injection,945 mg,Pfizer Inc.,Infection,Over-the-Counter,,15,2025-10-02,2025-06-20,2027-06-20,,Three Times Daily,5,Active,06:00 PM
Cefmycin,Analgesic,Tablet,380 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter,,30,2025-09-19,2025-05-02,2027-05-02,,Weekly,20,Active,08:00 AM
Clariphen,Antiviral,Injection,44 mg,"Gilead Sciences, Inc.",Fever,Prescription,,15,2025-08-08,2025-04-19,2027-04-19,,Weekly,15,Active,08:00 AM
Amoxiphen,Analgesic,Inhaler,68 mg,Pfizer Inc.,Fungus,Over-the-Counter,,90,2025-10-06,2025-05-06,2027-05-06,,Once Daily,4,Completed,09:00 AM
Cefstatin,Antiseptic,Injection,791 mg,Bayer AG,Fever,Over-the-Counter,,120,2026-08-02,2026-03-01,2028-02-29,,Twice Daily,25,Completed,01:00 PM
Clarivir,Antifungal,Capsule,91 mg,Bristol-Myers Squibb Company,Pain,Prescription,,30,2026-06-06,2026-01-08,2028-01-08,,Twice Daily,8,Active,09:00 PM
Ibuprophen,Antiviral,Syrup,449 mg,Biogen Inc.,Depression,Over-the-Counter,,60,2026-02-04,2025-08-12,2027-08-12,,Weekly,25,Active,09:00 AM
Dextrostatin,Analgesic,Ointment,653 mg,Pfizer Inc.,Pain,Prescription,,90,2026-07-21,2026-03-08,2028-03-07,,Once Daily,23,Active,09:00 AM
Acetophen,Antiviral,Inhaler,439 mg,Eli Lilly and Company,Virus,Over-the-Counter,,30,2026-02-08,2025-10-13,2027-10-13,,Weekly,27,Active,01:00 PM
Cefphen,Antipyretic,Tablet,785 mg,AbbVie Inc.,Fungus,Prescription,,15,2026-05-16,2026-03-31,2028-03-30,,Twice Daily,13,Active,09:00 PM
Acetostatin,Antidiabetic,Drops,681 mg,AstraZeneca plc,Diabetes,Prescription,,60,2025-12-21,2025-07-22,2027-07-22,,Three Times Daily,1,Completed,09:00 AM
Clarimet,Antiviral,Inhaler,776 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,,120,2026-04-23,2026-02-25,2028-02-25,,Three Times Daily,60,Active,09:00 AM
Dolophen,Antibiotic,Syrup,954 mg,Eli Lilly and Company,Wound,Prescription,,60,2025-09-14,2025-04-01,2027-04-01,,Twice Daily,16,Completed,01:00 PM
Metovir,Antidiabetic,Drops,91 mg,AbbVie Inc.,Fever,Over-the-Counter,,120,2026-01-13,2025-09-26,2027-09-26,,Three Times Daily,69,Active,06:00 PM
Dextrostatin,Analgesic,Inhaler,647 mg,Biogen Inc.,Virus,Over-the-Counter,,30,2026-04-13,2025-11-26,2027-11-26,,Three Times Daily,14,Completed,01:00 PM
Acetonazole,Antidepressant,Cream,606 mg,Bristol-Myers Squibb Company,Fungus,Prescription,,15,2026-07-02,2026-04-02,2028-04-01,,Three Times Daily,1,Active,08:00 AM
Dolocillin,Antidiabetic,Capsule,502 mg,Bayer AG,Pain,Over-the-Counter,,90,2025-10-31,2025-09-22,2027-09-22,,Once Daily,82,Active,09:00 AM
Amoxiprofen,Antibiotic,Ointment,90 mg,Novo Nordisk A/S,Pain,Prescription,,120,2026-05-30,2026-01-08,2028-01-08,,Once Daily,71,Active,01:00 PM
Dextrostatin,Antiviral,Syrup,404 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,60,2025-08-19,2025-03-08,2027-03-08,,Weekly,41,Active,09:00 AM
Ibuprophen,Antidepressant,Drops,335 mg,CSL Limited,Depression,Over-the-Counter,,120,2026-05-25,2026-03-17,2028-03-16,,Weekly,18,Active,09:00 PM
Dextromycin,Analgesic,Ointment,113 mg,"Gilead Sciences, Inc.",Depression,Prescription,,15,2025-11-16,2025-09-15,2027-09-15,,Once Daily,9,Active,08:00 AM
Metostatin,Antidepressant,Drops,254 mg,GlaxoSmithKline plc,Fungus,Prescription,,120,2026-06-30,2026-02-09,2028-02-09,,Twice Daily,51,Active,09:00 AM
Ibupromet,Antiseptic,Inhaler,116 mg,Amgen Inc.,Wound,Prescription,,120,2025-09-23,2025-07-22,2027-07-22,,Once Daily,6,Completed,08:00 AM
Ibuproprofen,Antiseptic,Inhaler,592 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,,30,2025-08-26,2025-04-27,2027-04-27,,Three Times Daily,26,Active,01:00 PM
Claristatin,Antifungal,Syrup,312 mg,AbbVie Inc.,Diabetes,Over-the-Counter,,15,2026-04-28,2026-02-22,2028-02-22,,Twice Daily,5,Active,06:00 PM
Cefmycin,Analgesic,Injection,215 mg,Biogen Inc.,Depression,Prescription,,90,2025-10-19,2025-06-02,2027-06-02,,Three Times Daily,39,Completed,09:00 AM
Amoximycin,Antidepressant,Cream,630 mg,Novo Nordisk A/S,Infection,Over-the-Counter,,60,2026-06-27,2026-05-12,2028-05-11,,Once Daily,13,Active,06:00 PM
Metophen,Antiviral,Syrup,925 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,,120,2026-02-12,2025-08-20,2027-08-20,,Weekly,42,Completed,09:00 AM
Ibuprophen,Antidiabetic,Inhaler,159 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,,15,2026-01-14,2025-10-27,2027-10-27,,Weekly,14,Active,09:00 AM
Dextronazole,Analgesic,Syrup,37 mg,Bayer AG,Pain,Prescription,,30,2025-11-29,2025-07-05,2027-07-05,,Three Times Daily,3,Completed,09:00 AM
Clarinazole,Antiseptic,Inhaler,128 mg,Roche Holding AG,Diabetes,Prescription,,30,2025-08-11,2025-06-18,2027-06-18,,Once Daily,29,Completed,09:00 PM
Dolophen,Antidiabetic,Injection,827 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,30,2025-09-08,2025-04-17,2027-04-17,,Twice Daily,11,Active,01:00 PM
Dolomycin,Antidiabetic,Syrup,195 mg,Sanofi S.A.,Fungus,Over-the-Counter,,120,2026-07-20,2026-01-21,2028-01-21,,Twice Daily,11,Completed,09:00 AM
Ibupromet,Antidepressant,Ointment,205 mg,Biogen Inc.,Wound,Prescription,,120,2025-10-05,2025-05-15,2027-05-15,,Weekly,7,Active,06:00 PM
Acetophen,Antiviral,Syrup,289 mg,AstraZeneca plc,Wound,Over-the-Counter,,15,2026-02-08,2025-08-22,2027-08-22,,Weekly,9,Completed,01:00 PM
Dextronazole,Antipyretic,Syrup,620 mg,"Merck & Co., Inc.",Virus,Over-the-Counter,,120,2026-02-20,2025-10-01,2027-10-01,,Twice Daily,3,Active,06:00 PM
Cefstatin,Antibiotic,Syrup,523 mg,Bayer AG,Wound,Over-the-Counter,,15,2025-10-20,2025-07-02,2027-07-02,,Once Daily,14,Active,06:00 PM
Ibuprostatin,Antipyretic,Drops,77 mg,Roche Holding AG,Diabetes,Prescription,,90,2026-06-19,2026-03-09,2028-03-08,,Weekly,30,Active,09:00 PM
Cefstatin,Antifungal,Syrup,74 mg,AbbVie Inc.,Infection,Prescription,,60,2025-12-14,2025-08-11,2027-08-11,,Once Daily,13,Active,09:00 AM
Ibuprostatin,Antipyretic,Injection,333 mg,Amgen Inc.,Diabetes,Over-the-Counter,,30,2026-02-12,2025-10-15,2027-10-15,,Once Daily,15,Active,01:00 PM
Dolonazole,Antiseptic,Cream,364 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,60,2025-10-24,2025-06-24,2027-06-24,,Weekly,4,Active,08:00 AM
Dextroprofen,Antidiabetic,Syrup,780 mg,AbbVie Inc.,Depression,Over-the-Counter,,60,2026-03-06,2025-09-30,2027-09-30,,Twice Daily,56,Completed,01:00 PM
Dolophen,Antifungal,Syrup,407 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,,60,2025-09-21,2025-08-16,2027-08-16,,Weekly,26,Active,06:00 PM
Dolomycin,Antipyretic,Cream,929 mg,AstraZeneca plc,Pain,Prescription,,15,2025-11-05,2025-06-22,2027-06-22,,Once Daily,12,Active,09:00 PM
Claristatin,Analgesic,Ointment,155 mg,Eli Lilly and Company,Depression,Over-the-Counter,,15,2026-02-02,2025-11-22,2027-11-22,,Twice Daily,10,Active,06:00 PM
Ibuprocillin,Analgesic,Inhaler,987 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,,90,2026-05-05,2025-11-26,2027-11-26,,Weekly,55,Completed,09:00 AM
Acetophen,Antiseptic,Injection,431 mg,Johnson & Johnson,Virus,Prescription,,60,2026-06-02,2026-01-03,2028-01-03,,Three Times Daily,13,Completed,06:00 PM
Acetonazole,Antibiotic,Inhaler,298 mg,Sanofi S.A.,Fever,Over-the-Counter,,30,2026-03-06,2025-12-22,2027-12-22,,Once Daily,3,Completed,08:00 AM
Metomet,Antipyretic,Inhaler,116 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,120,2026-03-08,2025-10-26,2027-10-26,,Three Times Daily,96,Completed,09:00 PM
Dextromet,Antipyretic,Injection,343 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,60,2026-05-23,2026-04-23,2028-04-22,,Three Times Daily,47,Completed,01:00 PM
Metocillin,Analgesic,Inhaler,549 mg,GlaxoSmithKline plc,Wound,Prescription,,90,2026-05-06,2026-01-01,2028-01-01,,Three Times Daily,49,Active,06:00 PM
Clariphen,Antibiotic,Injection,215 mg,Bayer AG,Fever,Prescription,,15,2025-11-11,2025-09-07,2027-09-07,,Weekly,4,Completed,01:00 PM
Cefnazole,Antidiabetic,Cream,307 mg,Amgen Inc.,Depression,Over-the-Counter,,15,2025-10-29,2025-06-07,2027-06-07,,Once Daily,10,Completed,06:00 PM
Clarinazole,Antiviral,Ointment,820 mg,Novartis AG,Infection,Over-the-Counter,,90,2025-08-16,2025-04-30,2027-04-30,,Three Times Daily,74,Completed,08:00 AM
Metovir,Antidiabetic,Drops,80 mg,Pfizer Inc.,Fever,Over-the-Counter,,60,2025-12-26,2025-07-03,2027-07-03,,Weekly,14,Active,09:00 PM
Metonazole,Antiviral,Injection,629 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter,,120,2026-04-29,2026-02-03,2028-02-03,,Three Times Daily,116,Completed,09:00 PM
Acetomet,Antidepressant,Injection,818 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,,120,2026-03-29,2025-11-28,2027-11-28,,Three Times Daily,47,Completed,01:00 PM
Ibuprophen,Antiseptic,Capsule,816 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,,60,2026-06-30,2026-03-14,2028-03-13,,Twice Daily,58,Active,01:00 PM
Clariphen,Analgesic,Cream,920 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,,120,2026-01-14,2025-08-31,2027-08-31,,Three Times Daily,22,Active,01:00 PM
Metocillin,Antidepressant,Capsule,213 mg,Boehringer Ingelheim GmbH,Virus,Prescription,,60,2025-11-15,2025-09-07,2027-09-07,,Weekly,2,Active,01:00 PM
Ibuprocillin,Analgesic,Ointment,548 mg,"Merck & Co., Inc.",Virus,Prescription,,120,2025-10-08,2025-04-28,2027-04-28,,Three Times Daily,20,Completed,01:00 PM
Dolocillin,Antipyretic,Tablet,884 mg,GlaxoSmithKline plc,Depression,Prescription,,90,2026-05-29,2026-04-24,2028-04-23,,Once Daily,49,Active,01:00 PM
Dextrophen,Antibiotic,Syrup,551 mg,Roche Holding AG,Fever,Prescription,,120,2026-02-23,2025-09-22,2027-09-22,,Once Daily,13,Active,01:00 PM
Cefstatin,Antidepressant,Inhaler,524 mg,Pfizer Inc.,Pain,Prescription,,90,2025-08-06,2025-03-13,2027-03-13,,Twice Daily,27,Active,08:00 AM
Ibuprostatin,Antifungal,Injection,290 mg,Novo Nordisk A/S,Pain,Prescription,,90,2026-06-26,2026-03-10,2028-03-09,,Three Times Daily,9,Completed,01:00 PM
Clariphen,Analgesic,Ointment,147 mg,Bayer AG,Fever,Prescription,,60,2025-11-09,2025-07-11,2027-07-11,,Twice Daily,38,Completed,09:00 PM
Dextronazole,Analgesic,Syrup,539 mg,Novo Nordisk A/S,Pain,Prescription,,60,2026-01-04,2025-08-15,2027-08-15,,Three Times Daily,2,Completed,08:00 AM
Cefphen,Antidepressant,Capsule,186 mg,Amgen Inc.,Pain,Over-the-Counter,,90,2026-02-16,2025-11-26,2027-11-26,,Once Daily,7,Active,06:00 PM
Claricillin,Antipyretic,Inhaler,874 mg,Johnson & Johnson,Fungus,Over-the-Counter,,60,2026-04-17,2026-02-05,2028-02-05,,Once Daily,6,Completed,09:00 PM
Dolonazole,Antiviral,Tablet,275 mg,Bayer AG,Wound,Prescription,,30,2025-10-11,2025-07-06,2027-07-06,,Weekly,15,Completed,01:00 PM
Clariprofen,Antidepressant,Injection,675 mg,AbbVie Inc.,Fungus,Over-the-Counter,,15,2026-05-16,2026-03-16,2028-03-15,,Three Times Daily,11,Completed,08:00 AM
Dextromycin,Antibiotic,Tablet,592 mg,Pfizer Inc.,Fever,Prescription,,60,2026-02-10,2025-09-25,2027-09-25,,Weekly,56,Completed,09:00 PM
Ibuprostatin,Antifungal,Syrup,558 mg,CSL Limited,Fungus,Prescription,,60,2026-01-30,2025-10-17,2027-10-17,,Twice Daily,46,Completed,09:00 AM
Cefmycin,Antidepressant,Ointment,770 mg,"Merck & Co., Inc.",Depression,Prescription,,120,2025-10-12,2025-04-20,2027-04-20,,Twice Daily,11,Active,08:00 AM
Acetomycin,Antipyretic,Syrup,102 mg,Novo Nordisk A/S,Pain,Over-the-Counter,,60,2026-07-18,2026-03-19,2028-03-18,,Twice Daily,25,Active,06:00 PM
Cefmycin,Antipyretic,Injection,154 mg,Biogen Inc.,Fever,Prescription,,60,2026-04-03,2026-02-05,2028-02-05,,Weekly,9,Active,06:00 PM
Cefprofen,Antipyretic,Ointment,314 mg,Pfizer Inc.,Virus,Over-the-Counter,,120,2026-03-08,2025-11-04,2027-11-04,,Twice Daily,57,Completed,01:00 PM
Clarivir,Antifungal,Syrup,950 mg,"Merck & Co., Inc.",Pain,Prescription,,30,2026-05-20,2025-12-30,2027-12-30,,Once Daily,12,Active,06:00 PM
Amoxinazole,Antiseptic,Capsule,574 mg,Pfizer Inc.,Diabetes,Prescription,,60,2025-11-05,2025-06-20,2027-06-20,,Once Daily,51,Completed,09:00 PM
Dolocillin,Antifungal,Syrup,865 mg,Novo Nordisk A/S,Infection,Prescription,,15,2025-12-23,2025-08-26,2027-08-26,,Weekly,3,Active,09:00 AM
Metomycin,Analgesic,Tablet,951 mg,"Gilead Sciences, Inc.",Virus,Prescription,,120,2026-02-17,2025-10-14,2027-10-14,,Three Times Daily,34,Active,01:00 PM
Dolophen,Antidiabetic,Cream,294 mg,Pfizer Inc.,Wound,Over-the-Counter,,90,2026-06-23,2026-01-12,2028-01-12,,Weekly,62,Active,09:00 AM
Acetoprofen,Antiviral,Tablet,602 mg,Biogen Inc.,Diabetes,Over-the-Counter,,120,2026-05-10,2026-04-05,2028-04-04,,Three Times Daily,109,Completed,09:00 PM
Ibuprostatin,Antiviral,Capsule,467 mg,Roche Holding AG,Fungus,Prescription,,60,2026-08-02,2026-04-23,2028-04-22,,Once Daily,60,Completed,09:00 PM
Metomet,Antidiabetic,Ointment,332 mg,Bayer AG,Fever,Prescription,,30,2025-11-23,2025-06-17,2027-06-17,,Twice Daily,5,Active,06:00 PM
Clarimycin,Antidepressant,Syrup,601 mg,AstraZeneca plc,Fever,Prescription,,30,2025-10-20,2025-05-10,2027-05-10,,Three Times Daily,29,Completed,09:00 AM
Claricillin,Antibiotic,Syrup,807 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,,90,2025-12-08,2025-08-13,2027-08-13,,Once Daily,70,Completed,06:00 PM
Ibuproprofen,Antiseptic,Drops,376 mg,"Gilead Sciences, Inc.",Fever,Prescription,,90,2025-10-16,2025-07-25,2027-07-25,,Once Daily,89,Active,06:00 PM
Dolostatin,Antipyretic,Tablet,292 mg,Johnson & Johnson,Fever,Prescription,,90,2026-04-03,2026-02-01,2028-02-01,,Once Daily,19,Completed,09:00 PM
Acetomet,Analgesic,Tablet,853 mg,Biogen Inc.,Virus,Over-the-Counter,,60,2026-07-11,2026-03-13,2028-03-12,,Weekly,53,Active,09:00 AM
Clariphen,Antipyretic,Injection,286 mg,Biogen Inc.,Depression,Prescription,,15,2025-09-20,2025-04-16,2027-04-16,,Twice Daily,9,Active,01:00 PM
Cefphen,Antidepressant,Inhaler,976 mg,"Gilead Sciences, Inc.",Fever,Prescription,,30,2025-09-07,2025-03-13,2027-03-13,,Weekly,21,Active,09:00 PM
Amoximet,Antidiabetic,Capsule,112 mg,Novo Nordisk A/S,Fungus,Prescription,,90,2025-10-31,2025-06-14,2027-06-14,,Weekly,23,Completed,09:00 AM
Dolovir,Antifungal,Injection,190 mg,AstraZeneca plc,Fever,Prescription,,120,2026-07-10,2026-02-02,2028-02-02,,Twice Daily,63,Active,01:00 PM
Ibuprovir,Antibiotic,Tablet,685 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter,,90,2025-09-29,2025-05-19,2027-05-19,,Weekly,83,Active,08:00 AM
Claricillin,Antipyretic,Ointment,62 mg,Bayer AG,Depression,Prescription,,60,2026-01-12,2025-08-18,2027-08-18,,Three Times Daily,20,Completed,09:00 PM
Acetoprofen,Antiseptic,Syrup,971 mg,Novartis AG,Diabetes,Prescription,,60,2026-03-26,2025-10-09,2027-10-09,,Weekly,25,Completed,09:00 PM
Claristatin,Antidiabetic,Ointment,319 mg,Amgen Inc.,Pain,Over-the-Counter,,90,2025-12-01,2025-08-07,2027-08-07,,Three Times Daily,31,Completed,09:00 AM
Acetomycin,Antipyretic,Ointment,365 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,90,2026-05-05,2026-01-13,2028-01-13,,Three Times Daily,82,Active,08:00 AM
Amoxiprofen,Analgesic,Injection,825 mg,Bayer AG,Virus,Prescription,,90,2025-12-01,2025-10-27,2027-10-27,,Three Times Daily,51,Active,09:00 AM
Metoprofen,Antiviral,Drops,421 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,,120,2025-11-03,2025-05-18,2027-05-18,,Weekly,12,Completed,01:00 PM
Dolostatin,Antidepressant,Drops,500 mg,Sanofi S.A.,Infection,Over-the-Counter,,120,2025-08-09,2025-03-08,2027-03-08,,Once Daily,96,Active,08:00 AM
Clariphen,Antipyretic,Drops,591 mg,Novartis AG,Fever,Over-the-Counter,,120,2026-06-29,2026-03-27,2028-03-26,,Weekly,106,Active,06:00 PM
Metomycin,Antipyretic,Injection,618 mg,Pfizer Inc.,Pain,Over-the-Counter,,30,2025-11-10,2025-05-15,2027-05-15,,Weekly,2,Completed,08:00 AM
Dextroprofen,Antipyretic,Drops,563 mg,GlaxoSmithKline plc,Depression,Over-the-Counter,,15,2026-08-02,2026-04-21,2028-04-20,,Weekly,15,Active,09:00 AM
Cefmet,Antiviral,Capsule,736 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,,30,2026-05-04,2025-12-03,2027-12-03,,Three Times Daily,19,Completed,06:00 PM
Claricillin,Antiseptic,Ointment,729 mg,Biogen Inc.,Infection,Over-the-Counter,,15,2026-05-01,2026-01-15,2028-01-15,,Three Times Daily,15,Active,09:00 PM
Cefstatin,Antibiotic,Inhaler,334 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,,30,2025-09-07,2025-08-01,2027-08-01,,Weekly,8,Completed,06:00 PM
Cefnazole,Antifungal,Injection,362 mg,Novartis AG,Virus,Prescription,,120,2026-03-05,2025-09-17,2027-09-17,,Three Times Daily,96,Completed,01:00 PM
Metoprofen,Antipyretic,Capsule,993 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,,15,2026-07-20,2026-01-22,2028-01-22,,Weekly,4,Active,09:00 PM
Cefprofen,Antiseptic,Syrup,993 mg,Novartis AG,Fever,Prescription,,60,2025-12-31,2025-11-04,2027-11-04,,Twice Daily,4,Completed,06:00 PM
Dolomet,Antidiabetic,Drops,315 mg,AbbVie Inc.,Fever,Over-the-Counter,,15,2026-07-27,2026-02-07,2028-02-07,,Twice Daily,14,Active,06:00 PM
Metoprofen,Antiviral,Tablet,360 mg,Johnson & Johnson,Wound,Prescription,,15,2026-05-15,2025-12-20,2027-12-20,,Weekly,11,Active,06:00 PM
Acetonazole,Antifungal,Drops,280 mg,Pfizer Inc.,Fever,Prescription,,90,2025-08-19,2025-04-01,2027-04-01,,Once Daily,18,Active,08:00 AM
Amoximycin,Analgesic,Injection,32 mg,GlaxoSmithKline plc,Wound,Prescription,,15,2026-07-25,2026-03-30,2028-03-29,,Twice Daily,9,Completed,06:00 PM
Cefstatin,Antidepressant,Capsule,833 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter,,90,2026-01-24,2025-09-07,2027-09-07,,Once Daily,9,Completed,06:00 PM
Acetomet,Antiseptic,Capsule,831 mg,Bristol-Myers Squibb Company,Wound,Prescription,,90,2026-04-19,2026-01-15,2028-01-15,,Weekly,33,Active,09:00 AM
Dolostatin,Antifungal,Ointment,923 mg,AstraZeneca plc,Diabetes,Prescription,,120,2026-05-18,2026-01-19,2028-01-19,,Twice Daily,2,Completed,01:00 PM
Dextrocillin,Antifungal,Cream,728 mg,Bristol-Myers Squibb Company,Pain,Prescription,,15,2026-06-07,2026-04-20,2028-04-19,,Once Daily,10,Active,01:00 PM
Ibupromycin,Antiseptic,Cream,540 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,90,2026-05-25,2026-02-14,2028-02-14,,Weekly,54,Completed,01:00 PM
Dolostatin,Antiviral,Drops,785 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,120,2026-07-19,2026-02-13,2028-02-13,,Twice Daily,73,Completed,09:00 AM
Metocillin,Antiseptic,Drops,855 mg,Novo Nordisk A/S,Fungus,Prescription,,90,2026-05-30,2026-01-05,2028-01-05,,Weekly,25,Completed,01:00 PM
Doloprofen,Antifungal,Cream,210 mg,Bayer AG,Diabetes,Over-the-Counter,,30,2026-03-20,2025-09-24,2027-09-24,,Twice Daily,17,Active,09:00 PM
Cefmet,Antidepressant,Tablet,158 mg,Eli Lilly and Company,Depression,Over-the-Counter,,60,2026-07-13,2026-06-07,2028-06-06,,Three Times Daily,19,Active,09:00 AM
Cefcillin,Antipyretic,Inhaler,170 mg,AstraZeneca plc,Pain,Over-the-Counter,,120,2026-04-24,2026-01-18,2028-01-18,,Twice Daily,65,Active,01:00 PM
Cefnazole,Antiseptic,Syrup,354 mg,Eli Lilly and Company,Fever,Prescription,,90,2026-04-26,2026-02-21,2028-02-21,,Weekly,78,Completed,09:00 AM
Dextrostatin,Antiseptic,Injection,612 mg,Roche Holding AG,Wound,Prescription,,30,2025-11-07,2025-10-04,2027-10-04,,Three Times Daily,28,Active,06:00 PM
Dextromet,Antidiabetic,Inhaler,320 mg,Eli Lilly and Company,Fungus,Over-the-Counter,,60,2026-05-29,2026-03-13,2028-03-12,,Once Daily,18,Active,08:00 AM
Dextroprofen,Antibiotic,Ointment,314 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,,60,2026-07-10,2026-05-05,2028-05-04,,Twice Daily,28,Completed,09:00 PM
Amoxistatin,Antidiabetic,Cream,52 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription,,15,2025-11-18,2025-06-11,2027-06-11,,Twice Daily,3,Completed,09:00 AM
Clarimycin,Antibiotic,Ointment,494 mg,Bristol-Myers Squibb Company,Fever,Prescription,,60,2026-01-02,2025-09-15,2027-09-15,,Three Times Daily,28,Active,06:00 PM
Acetostatin,Antifungal,Ointment,154 mg,"Merck & Co., Inc.",Fever,Prescription,,15,2025-10-29,2025-05-09,2027-05-09,,Once Daily,4,Active,09:00 PM
Metomycin,Antibiotic,Tablet,821 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,90,2026-01-08,2025-11-06,2027-11-06,,Weekly,57,Completed,08:00 AM
Doloprofen,Antibiotic,Ointment,293 mg,Bristol-Myers Squibb Company,Wound,Prescription,,60,2026-02-07,2025-09-01,2027-09-01,,Three Times Daily,55,Active,09:00 PM
Dolonazole,Antiseptic,Cream,441 mg,"Gilead Sciences, Inc.",Wound,Prescription,,120,2026-02-16,2025-10-19,2027-10-19,,Twice Daily,91,Active,08:00 AM
Metophen,Antiseptic,Tablet,602 mg,Eli Lilly and Company,Pain,Over-the-Counter,,15,2025-12-05,2025-06-26,2027-06-26,,Weekly,6,Completed,09:00 PM
Dextromycin,Antiseptic,Capsule,610 mg,Eli Lilly and Company,Wound,Over-the-Counter,,90,2025-10-09,2025-05-16,2027-05-16,,Weekly,31,Active,09:00 AM
Cefmet,Antibiotic,Drops,62 mg,Johnson & Johnson,Fungus,Over-the-Counter,,15,2026-02-22,2025-09-13,2027-09-13,,Once Daily,6,Active,01:00 PM
Metocillin,Analgesic,Inhaler,130 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,,30,2025-08-30,2025-06-24,2027-06-24,,Twice Daily,5,Active,09:00 PM
Cefnazole,Analgesic,Ointment,64 mg,CSL Limited,Virus,Over-the-Counter,,90,2026-02-22,2025-11-10,2027-11-10,,Twice Daily,72,Active,09:00 PM
Ibuprostatin,Antidiabetic,Cream,138 mg,Novo Nordisk A/S,Fungus,Prescription,,120,2025-08-06,2025-04-26,2027-04-26,,Twice Daily,23,Active,06:00 PM
Amoxinazole,Antidiabetic,Ointment,314 mg,Bayer AG,Wound,Over-the-Counter,,90,2025-12-12,2025-10-01,2027-10-01,,Weekly,71,Active,09:00 PM
Cefphen,Antiseptic,Injection,610 mg,Amgen Inc.,Depression,Over-the-Counter,,15,2026-02-26,2025-12-31,2027-12-31,,Three Times Daily,9,Active,08:00 AM
Cefmycin,Antipyretic,Cream,554 mg,AbbVie Inc.,Infection,Over-the-Counter,,120,2026-06-11,2026-02-07,2028-02-07,,Twice Daily,118,Active,06:00 PM
Ibupromet,Antidiabetic,Inhaler,391 mg,AstraZeneca plc,Wound,Prescription,,30,2026-06-20,2026-01-05,2028-01-05,,Twice Daily,26,Active,08:00 AM
Acetomycin,Antidiabetic,Capsule,723 mg,Bayer AG,Fungus,Prescription,,60,2026-02-13,2025-09-09,2027-09-09,,Twice Daily,47,Active,08:00 AM
Cefstatin,Antipyretic,Ointment,654 mg,Roche Holding AG,Virus,Over-the-Counter,,120,2025-12-10,2025-07-02,2027-07-02,,Once Daily,4,Completed,06:00 PM
Ibuprovir,Antidepressant,Ointment,14 mg,CSL Limited,Depression,Over-the-Counter,,120,2026-03-31,2026-01-06,2028-01-06,,Once Daily,108,Active,08:00 AM
Metonazole,Antidiabetic,Inhaler,11 mg,Amgen Inc.,Fungus,Prescription,,120,2026-02-20,2025-10-26,2027-10-26,,Twice Daily,101,Active,01:00 PM
Dolocillin,Antibiotic,Inhaler,258 mg,CSL Limited,Diabetes,Over-the-Counter,,15,2025-10-13,2025-06-24,2027-06-24,,Twice Daily,14,Completed,09:00 PM
Dolophen,Antifungal,Drops,479 mg,AbbVie Inc.,Fever,Over-the-Counter,,15,2025-11-13,2025-07-05,2027-07-05,,Twice Daily,5,Completed,09:00 PM
Ibupromet,Antibiotic,Capsule,664 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,,120,2025-11-12,2025-09-29,2027-09-29,,Weekly,33,Active,09:00 AM
